okrsek	celkem	ANO	ODS	CSSD	KSCM	KDU	SZ	TOP	CP	Usv	SSO	Ost
500178_6063	18959	1749	3045	1195	594	1353	1941	5231	608	3	1098	2142
500178_6064	10861	1601	1592	647	875	485	965	2562	610	1	398	1125
500178_6065	16680	3038	1448	818	695	1915	1319	4563	696	3	847	1338
500178_6066	20869	4191	2751	1440	770	986	1858	5563	710	6	284	2310
500178_6067	16413	2627	2119	1477	1115	330	871	4802	532	1	687	1852
500178_6068	6487	1925	363	320	854	136	721	703	401	4	220	840
500178_6069	15608	2556	2588	792	1045	955	911	3526	712	2	432	2089
500178_6070	22928	4376	2625	1697	1601	1180	2291	4734	1199	9	620	2596
500178_6071	12491	3025	910	1394	2299	372	741	1661	425	9	428	1227
500178_6072	11432	3121	1027	1358	1582	100	1097	1601	517	3	189	837
500178_6073	12488	3182	1030	1923	1791	317	713	1142	361	9	671	1349
500178_6074	22537	3828	2546	1094	835	1753	2342	4913	1297	4	1190	2735
500178_6075	17358	3234	1408	1337	1858	873	1917	2414	476	4	397	3440
500178_6076	12384	1573	1118	1141	557	683	1603	2314	352	2	463	2578
500178_6077	11666	1969	1002	490	224	1102	1495	2668	804	1	401	1510
500178_6078	11884	2513	1301	1343	2639	19	894	1457	434	3	153	1128
500178_6079	19432	3149	2450	1394	1744	891	2074	3608	747	7	590	2778
500178_6080	20881	3384	4038	1265	1177	804	1830	4825	591	6	726	2235
500178_6081	18204	3447	2417	1429	1203	541	2560	3440	741	8	442	1976
500178_6082	10585	2170	1390	966	951	310	1151	1254	460	2	325	1606
500178_6083	9347	1638	1119	1258	1271	481	1016	1439	231	1	275	618
500178_6084	10138	2131	1546	1545	1301	155	814	1643	197	3	191	612
500178_6085	12275	2968	2032	1538	1266	686	780	1574	112	4	315	1000
500178_6086	7874	936	1232	1392	787	403	651	1515	156	0	26	776
500178_6087	11743	1801	1533	1310	1667	681	1516	1601	329	5	84	1216
500178_6088	16091	2111	2278	555	1622	545	1841	3365	507	2	492	2773
500178_6089	13305	1681	1852	1512	1097	244	1903	2691	483	3	302	1537
500178_6090	10344	1810	1840	1126	773	307	1060	1157	421	2	363	1485
500178_6091	12382	2167	1268	1050	641	279	1260	3266	751	4	445	1251
500178_6092	15534	2185	2485	1890	1688	548	1479	3003	403	1	579	1273
500178_6093	11335	2045	1570	1301	836	400	1201	2036	468	2	45	1431
500178_6094	7307	825	1830	589	363	643	406	1164	155	2	243	1087
500178_6095	13104	2029	1886	2398	1607	463	1410	1458	775	5	222	851
500178_6096	20286	2605	3610	1763	1042	1179	1630	5265	622	6	841	1723
500178_6097	10172	1453	1691	889	318	927	832	2262	374	1	268	1157
500178_6098	11271	1922	2240	794	953	605	970	2555	139	5	213	875
500178_6099	10846	1914	1297	1347	1453	670	748	1753	318	3	172	1171
500178_6100	9378	1213	1440	1223	1104	202	689	1849	137	3	182	1336
500178_6101	14869	2291	2668	1540	948	463	1629	2708	593	2	226	1801
500178_6102	7201	759	881	1394	424	379	832	1234	409	1	229	659
500178_6103	13873	2825	1916	1461	723	794	1194	2871	482	5	266	1336
500178_6104	5968	1130	1086	684	135	47	693	594	549	1	132	917
500186_7001	8460	671	759	410	222	-1	692	857	71	-1	140	4638
500186_7002	9503	873	888	728	320	-1	762	808	80	-1	229	4815
500186_7003	8810	850	861	937	414	-1	580	866	63	-1	416	3823
500186_7004	15436	1011	1950	683	384	-1	923	1830	97	-1	712	7846
500186_7005	10510	853	612	733	226	-1	691	1527	80	-1	248	5540
500186_7006	7670	648	850	689	235	-1	456	1137	52	-1	143	3460
500186_7007	9379	863	1005	737	510	-1	841	905	86	-1	294	4138
500186_7008	5446	554	744	513	261	-1	266	590	30	-1	141	2347
500186_7009	9692	937	1155	1078	400	-1	669	941	66	-1	215	4231
500186_7010	7285	616	614	417	177	-1	664	758	81	-1	232	3726
500186_7011	10972	1500	1035	834	556	-1	615	962	62	-1	473	4935
500186_7012	6636	916	582	377	250	-1	446	708	47	-1	297	3013
500186_7013	11394	525	1036	979	409	-1	900	854	96	-1	500	6095
500186_7014	7682	678	722	428	345	-1	565	905	58	-1	215	3766
500186_7015	8098	567	1378	568	293	-1	520	662	56	-1	247	3807
500186_7016	9637	1038	862	537	458	-1	696	889	78	-1	277	4802
500186_7017	8508	671	939	571	100	-1	428	844	44	-1	270	4641
500186_7018	8502	421	862	439	263	-1	542	821	56	-1	152	4946
500186_7019	9388	578	1306	580	180	-1	719	1016	76	-1	256	4677
500186_7020	8927	608	584	376	265	-1	721	771	78	-1	265	5259
500186_7021	11722	729	843	586	323	-1	550	1114	57	-1	128	7392
500186_7022	6664	390	684	209	63	-1	537	827	57	-1	282	3615
500186_7023	7054	546	1031	364	148	-1	514	1121	55	-1	62	3213
500186_7024	8574	356	666	459	377	-1	753	1072	80	-1	284	4527
500186_7025	7364	554	855	263	60	-1	714	649	75	-1	168	4026
500186_7026	7893	235	808	711	262	-1	762	1126	81	-1	147	3761
500186_7027	10996	406	1241	831	272	-1	1081	1068	120	-1	289	5688
500186_7028	9690	591	1185	487	247	-1	1232	1196	130	-1	281	4341
500186_7029	9324	679	788	695	554	-1	1001	726	110	-1	150	4621
500186_7030	11523	630	1065	607	245	-1	797	1842	81	-1	261	5995
500186_7031	9750	660	914	576	266	-1	790	1069	89	-1	415	4971
500186_7032	9222	464	890	531	232	-1	488	744	52	-1	119	5702
500186_7033	7919	517	952	349	313	-1	478	934	53	-1	233	4090
500186_7034	5290	478	488	150	194	-1	381	565	40	-1	117	2877
500186_7035	7149	531	537	577	121	-1	389	682	38	-1	89	4185
500186_7036	7511	750	828	388	141	-1	619	964	66	-1	149	3606
500208_8001	4647	906	480	398	181	169	480	753	75	0	45	1160
500208_8002	5675	883	592	397	236	257	470	748	50	8	274	1760
500208_8003	5468	681	725	300	180	187	634	1057	58	23	10	1613
500208_8004	6635	517	1051	736	261	75	451	1427	41	16	135	1925
500208_8005	5645	828	1257	441	223	252	321	944	32	14	91	1242
500208_8006	3126	359	417	170	91	150	279	319	21	6	226	1088
500208_8007	6369	1582	1233	473	0	183	700	1156	42	1	88	911
500208_8008	5830	853	1017	358	712	160	621	1045	51	18	104	891
500208_8009	4985	1086	990	585	45	93	547	1008	16	24	134	457
500208_8010	5505	458	799	406	225	213	761	905	16	4	124	1594
500208_8011	7073	1035	1209	377	317	201	666	1471	53	0	70	1674
500208_8012	5169	1257	701	441	49	123	795	882	39	16	48	818
500208_8013	7176	699	1387	606	362	291	814	920	36	18	192	1851
500208_8014	11974	1889	2110	1024	1018	428	1223	2133	116	17	342	1674
500208_8015	10137	2377	1844	1309	622	211	1124	1130	57	8	279	1176
500208_8016	2846	647	695	364	164	19	144	353	10	24	55	371
500208_8017	11533	2542	1859	985	413	381	1260	2147	67	53	553	1273
500208_8018	4307	876	544	522	526	61	695	531	22	47	13	470
500208_8019	5239	988	621	483	404	184	409	962	46	25	188	929
500208_8020	8159	1146	1750	577	418	275	933	1089	51	7	230	1683
500208_8021	5935	1438	984	353	226	174	613	778	26	8	268	1067
500208_8022	10868	1587	1622	1285	568	284	881	1997	140	24	358	2122
500208_8023	9382	1538	1976	720	498	343	1418	1471	78	16	59	1265
500208_8024	9389	1599	1325	680	532	247	914	1151	51	36	201	2653
500208_8025	10290	2074	1455	587	655	294	1324	1335	132	34	636	1764
500208_8026	2778	461	454	411	227	104	300	197	43	8	90	483
500208_8027	9306	1998	1137	1079	1236	233	971	965	55	15	336	1281
500208_8028	4462	1016	523	390	186	109	574	733	16	59	97	759
500208_8029	3229	634	608	493	264	172	110	390	24	8	45	481
500208_8030	3063	830	484	462	171	61	179	391	34	8	142	301
500208_8031	7997	1688	1247	349	455	276	928	1263	49	14	685	1043
500208_8032	11422	1980	1930	806	561	290	693	2642	93	25	633	1769
500208_8033	4560	699	818	317	585	150	568	448	64	24	115	772
500208_8034	10203	1622	1849	1285	940	183	776	1634	82	8	411	1413
500208_8035	8791	1758	1716	723	450	464	1252	1001	85	44	51	1247
500208_8036	8737	1476	1935	802	489	285	794	1561	120	3	98	1174
500208_8037	6689	1050	1201	451	814	305	506	1179	66	54	69	994
500208_8038	18862	2834	3734	1866	202	530	1585	4598	202	102	600	2609
500208_8039	8130	1663	1223	394	535	357	595	1566	56	20	367	1354
500208_8040	11287	2381	2353	863	482	402	716	2308	58	20	544	1160
500208_8041	24300	4825	5238	1420	995	839	1984	5130	164	115	805	2785
500208_8042	16372	3520	3306	1570	1465	451	795	2793	46	21	419	1986
500208_8043	12407	2673	1739	1402	1329	331	904	1213	102	69	751	1894
500208_8044	7000	1658	1265	929	1405	42	367	517	10	6	400	401
500208_8045	15879	2606	3758	2500	1673	367	1220	1620	80	31	539	1485
500208_8046	19384	4438	4349	3351	2414	368	628	1887	32	29	248	1640
500208_8047	10653	1978	2051	1334	1711	265	531	1241	33	45	263	1201
500208_8048	8400	1575	1830	1709	1220	119	532	488	93	8	142	684
500208_8049	9286	2467	1104	1013	2021	127	458	795	66	55	265	915
500208_8050	9364	2389	1602	1133	1095	262	468	871	71	15	360	1098
500208_8051	11508	2834	1624	1596	1320	260	375	1780	39	38	346	1296
500208_8052	7807	1571	1658	1062	1497	121	288	858	50	15	146	541
500208_8053	13422	2112	1490	2523	3109	90	1677	861	97	16	322	1125
500208_8054	14754	4862	1640	1930	1129	319	1737	1314	96	10	290	1427
500208_8055	17270	4249	3662	1589	1044	369	1181	2710	142	40	408	1876
500208_8056	13192	2664	2505	1864	1722	143	905	1711	129	35	294	1220
500208_8057	2053	501	0	405	406	30	0	281	8	0	0	422
500208_8058	11542	2721	2328	1537	1296	183	844	1417	73	15	234	894
500208_8059	14712	4164	3190	2142	785	345	569	1540	36	38	335	1568
500208_8060	8158	1560	1422	1389	1416	145	424	967	42	9	191	593
500208_8061	8913	1971	1365	1203	1273	231	466	922	57	0	92	1333
500208_8062	13009	3076	2394	1535	1582	345	973	1487	102	25	390	1100
500208_8063	10557	1628	2622	1858	1673	281	229	1049	48	16	263	890
500208_8064	20523	4136	4995	1235	684	979	1124	3360	101	74	473	3362
500208_8065	10376	1645	1925	591	653	354	570	2367	152	43	523	1553
500208_8066	10492	1547	1881	1071	718	323	627	2580	59	1	321	1364
500208_8067	8333	1865	1336	630	1121	173	742	908	78	25	452	1003
500208_8068	7868	1192	1085	853	590	479	444	1362	74	31	324	1434
500208_8069	13717	2423	2013	1021	858	636	2065	2306	106	24	584	1681
500208_8070	13659	2575	3090	1237	723	436	877	2581	49	67	543	1481
500208_8071	11281	2609	1510	1398	694	501	854	1485	95	29	459	1647
500208_8072	8624	1155	1779	910	615	266	409	1485	24	10	361	1610
500208_8073	13769	2883	2910	1806	1253	470	702	1748	41	32	318	1606
500208_8074	15072	2802	4217	1844	1257	567	523	1788	70	18	117	1869
500208_8075	15253	3384	3443	1522	916	757	952	1474	85	34	381	2305
500208_8076	680	133	93	135	135	0	45	1	0	0	1	137
500208_8077	24130	4476	4561	2760	2736	479	1743	4284	141	50	535	2365
500208_8078	14075	2894	3072	1143	1123	278	755	2167	95	66	433	2049
500208_8079	9786	2456	1245	2373	1179	233	148	586	16	24	4	1522
500208_8080	11253	3559	1668	1762	782	392	675	603	75	52	106	1579
500208_8081	14206	3545	2962	1468	950	441	1480	1716	98	19	35	1492
500208_8082	12226	2509	2045	1789	1554	271	483	1105	83	18	135	2234
500208_8083	10563	2936	1707	1214	1138	144	191	1183	76	22	284	1668
500208_8084	10063	2825	1805	1174	828	249	249	889	56	33	190	1765
500208_8085	12613	2507	3099	631	722	304	844	1829	63	10	319	2285
500208_8086	10103	1614	1474	1130	2126	174	896	1191	42	8	229	1219
500208_8087	14421	2375	2411	1637	1689	348	1443	1963	66	43	455	1991
500208_8088	21298	4820	3405	2090	2030	452	2058	2992	204	77	815	2355
500208_8089	10687	2070	1376	998	2115	152	341	1100	52	23	108	2352
500208_8090	9688	2400	1873	1032	1584	118	464	878	37	19	189	1094
500208_8091	20045	4878	2882	2745	1707	398	900	2288	123	31	446	3647
500208_8092	26536	4286	6148	2794	1677	646	1962	4317	171	15	1159	3361
500208_8093	17883	3825	3026	2499	1550	403	1057	2001	104	43	873	2502
500208_8094	17408	3831	2792	1301	1085	713	1526	2232	98	26	373	3431
500208_8095	10148	1829	1510	775	1414	165	621	1457	34	60	184	2099
500208_8096	12628	2411	1918	1071	2219	127	1055	1267	98	2	314	2146
500208_8097	12883	2465	2152	667	1890	271	307	1604	31	32	245	3219
500208_8098	10506	1766	1067	1775	793	312	513	1634	45	8	317	2276
500208_8099	14873	3581	3036	835	1686	203	1184	1039	63	50	318	2878
500208_8100	6902	1625	1443	674	399	83	656	674	33	3	376	936
500208_8101	8869	1957	1854	820	669	155	513	1218	77	8	188	1410
500208_8102	10240	2632	1552	781	862	228	1029	1041	106	11	306	1692
500208_8103	9720	2645	1100	1311	1849	116	486	876	83	29	192	1033
500208_8104	14536	3820	2730	1324	1145	460	904	1900	86	26	344	1797
500208_8105	17985	3555	3444	2741	1444	514	1224	2269	71	76	389	2258
500208_8106	12819	2785	1686	1385	2775	321	741	1028	32	21	46	1999
500208_8107	15570	2833	2662	1086	1148	448	2201	2182	96	11	610	2293
500208_8108	5696	983	1030	511	344	183	385	647	50	11	237	1315
500216_9001	2907	-1	950	632	-1	85	71	625	-1	-1	229	315
500216_9002	1535	-1	369	566	-1	58	57	237	-1	-1	168	80
500216_9003	8219	-1	2519	632	-1	476	467	2455	-1	-1	1152	518
500216_9004	2785	-1	821	514	-1	192	159	728	-1	-1	96	275
500216_9005	2973	-1	959	545	-1	224	191	646	-1	-1	178	230
500216_9006	2939	-1	573	297	135	487	440	586	-1	-1	217	204
500216_9007	2895	-1	769	481	-1	150	138	785	-1	-1	258	314
500216_9008	3266	-1	961	650	-1	175	165	816	-1	-1	220	279
500216_9009	3000	-1	1068	401	-1	183	168	891	-1	-1	111	178
500216_9010	1997	-1	628	467	-1	134	117	293	-1	-1	149	209
500216_9011	2501	-1	754	506	-1	111	103	583	-1	-1	150	294
500216_9012	2231	-1	583	316	-1	183	148	554	-1	-1	100	347
500216_9013	1657	-1	410	388	-1	92	72	372	-1	-1	45	278
500216_9014	2632	-1	488	691	-1	142	118	674	-1	-1	172	347
500216_9015	3659	-1	1041	867	-1	196	158	924	-1	-1	214	259
500216_9016	5736	-1	1700	584	-1	409	360	1724	-1	-1	510	449
500216_9017	3653	-1	1020	227	128	325	296	1006	-1	-1	311	340
500216_9018	3185	-1	935	567	340	193	181	630	-1	-1	119	220
500216_9019	1068	-1	302	279	73	48	48	125	-1	-1	65	128
500216_9020	1688	-1	518	399	122	97	95	267	-1	-1	56	134
500216_9021	2051	-1	535	389	115	88	82	476	-1	-1	117	249
500216_9022	2837	-1	1228	509	188	99	86	301	-1	-1	166	260
500216_9023	3557	-1	1273	462	219	188	142	830	-1	-1	197	246
500216_9024	1904	-1	703	345	158	128	109	232	-1	-1	106	123
500216_9025	2052	-1	699	371	145	125	112	285	-1	-1	71	244
500216_9026	2259	-1	813	480	201	93	84	255	-1	-1	134	199
500216_9027	1974	-1	642	359	165	103	92	348	-1	-1	84	181
500216_9028	2239	-1	521	423	182	89	183	382	-1	-1	184	275
500216_9029	2643	-1	703	694	274	34	87	317	-1	-1	156	378
500216_9030	2571	-1	610	432	159	51	128	553	-1	-1	219	419
500216_9031	3411	-1	966	673	214	146	267	593	-1	-1	61	491
500216_9032	3260	-1	1064	637	173	104	211	392	-1	-1	92	587
500216_9033	6022	-1	1432	666	237	321	604	1348	-1	-1	479	935
500216_9034	2433	-1	692	547	141	83	147	397	-1	-1	62	364
500216_9035	2387	-1	733	404	119	109	218	359	-1	-1	75	370
500216_9036	2667	-1	715	430	89	100	208	445	-1	-1	130	550
500216_9037	3068	-1	957	543	66	106	212	685	-1	-1	74	425
500216_9038	1703	-1	539	336	102	53	101	233	-1	-1	115	224
500216_9039	2295	-1	568	273	188	110	221	452	-1	-1	106	377
500216_9040	2938	-1	752	457	231	77	166	505	-1	-1	347	403
500216_9041	2141	-1	537	296	111	169	145	552	-1	-1	145	186
500224_10001	5708	1042	379	484	242	364	399	1579	50	-1	198	971
500224_10002	4774	691	410	270	201	312	585	1260	48	-1	280	717
500224_10003	8367	1012	835	681	274	432	749	2319	63	-1	457	1545
500224_10004	10367	1698	876	244	80	1077	533	2684	157	-1	476	2542
500224_10005	10703	1478	683	1724	875	580	574	1980	88	-1	587	2134
500224_10006	8420	2000	597	1681	615	195	377	1312	30	-1	485	1128
500224_10007	9174	1658	617	1345	955	301	743	1248	51	-1	322	1934
500224_10008	9800	2201	615	1728	1165	434	580	1099	64	-1	136	1778
500224_10009	10058	2440	1176	1356	312	479	745	1704	69	-1	207	1570
500224_10010	8951	2014	2103	1119	362	345	545	877	53	-1	206	1327
500224_10011	7764	2125	1077	1301	336	269	453	640	42	-1	516	1005
500224_10012	12282	2592	835	2280	684	615	496	1817	88	-1	702	2173
500224_10013	9792	2333	759	1863	631	297	684	1084	44	-1	397	1700
500224_10014	5597	1688	308	1075	412	128	225	75	19	-1	1	1666
500224_10015	18775	3476	1220	1724	476	1472	1140	3396	220	-1	709	4942
500224_10016	13287	2595	1096	1089	641	817	640	3309	120	-1	530	2450
500224_10017	16817	3234	1732	1208	673	922	642	3670	134	-1	976	3626
500224_10018	6652	1203	447	929	443	226	450	1622	40	-1	367	925
500224_10019	10177	2031	661	1301	800	506	608	1741	74	-1	717	1738
500224_10020	8447	1975	905	1430	688	342	332	1194	51	-1	168	1362
500224_10021	6343	1165	767	1177	276	409	477	720	58	-1	171	1123
500224_10022	7270	1051	417	853	405	386	459	1471	56	-1	240	1932
500224_10023	8515	1796	558	779	385	641	487	1399	95	-1	146	2229
500224_10024	10861	2152	1136	1153	727	481	777	1923	71	-1	568	1873
500224_10025	11274	1994	1403	1621	578	422	706	2166	71	-1	459	1854
500224_10026	7472	1441	644	553	165	312	865	1558	43	-1	429	1462
500224_10027	6290	1178	596	605	533	235	432	1224	37	-1	246	1204
500224_10028	9693	1775	666	704	237	714	658	2170	122	-1	324	2323
500224_10029	8035	1912	662	656	288	521	437	1493	76	-1	230	1760
500224_10030	11750	2025	867	606	800	869	1251	2140	138	-1	284	2770
500224_10031	11808	2420	1178	1335	572	541	825	2375	86	-1	286	2190
500224_10032	9569	2694	406	1536	560	361	525	1668	62	-1	315	1442
500224_10033	10966	2759	890	854	524	685	818	1824	104	-1	443	2065
500224_10034	11167	1877	995	1346	610	596	1013	1964	90	-1	488	2188
500224_10035	13653	2538	1683	1299	644	655	1065	2072	109	-1	710	2878
500224_10036	8168	1553	479	878	626	478	712	1530	70	-1	199	1643
500224_10037	7146	1095	769	806	281	542	409	1165	82	-1	219	1778
500224_10038	8831	2349	560	581	370	537	555	1679	79	-1	320	1801
500224_10039	13241	2815	785	974	377	884	604	3172	130	-1	358	3142
500224_10040	9568	1587	1189	1123	593	499	605	1393	80	-1	123	2376
500224_10041	9025	2128	750	867	83	465	683	1882	73	-1	326	1768
500224_10042	9448	1267	730	761	1453	598	492	2226	95	-1	293	1533
500224_10043	13353	2733	1014	1371	1105	646	902	2667	100	-1	615	2200
500224_10044	13975	3049	1216	1632	749	528	606	3387	84	-1	537	2187
500224_10045	10382	1526	1395	1638	593	546	408	1818	83	-1	237	2138
500224_10046	8153	1821	714	695	284	413	393	1667	58	-1	260	1848
500224_10047	10791	2760	994	1405	979	430	416	1754	66	-1	369	1618
500224_10048	13813	3237	1042	1281	773	821	549	2655	122	-1	366	2967
500224_10049	8681	1757	659	987	500	538	573	1536	83	-1	294	1754
500224_10050	9642	967	454	1264	1937	396	662	1498	55	-1	559	1850
500224_10051	9867	2118	1185	1292	477	595	381	1752	87	-1	35	1945
500224_10052	13799	2986	1252	1114	621	1080	839	1756	168	-1	885	3098
500224_10053	12272	2032	1111	1280	748	609	1027	2440	100	-1	676	2249
500224_10054	9084	2074	497	1285	912	400	415	1328	57	-1	376	1740
500224_10055	8993	1926	699	1409	451	779	558	884	113	-1	225	1949
500224_10056	8363	1648	652	1544	409	541	613	1168	77	-1	280	1431
500224_10057	9198	1445	1360	322	163	484	684	2128	74	-1	234	2304
500224_10058	8453	1961	859	1295	281	424	558	1190	65	-1	169	1651
500224_10059	14288	2560	1266	1004	567	862	879	3254	130	-1	774	2992
500224_10060	7570	1785	389	801	238	417	797	995	64	-1	140	1944
500224_10061	7326	1395	847	790	768	427	296	1269	70	-1	205	1259
500224_10062	9625	2288	615	792	768	926	556	960	138	-1	196	2386
500224_10063	15236	2285	1146	810	642	1531	1037	2688	234	-1	934	3929
500224_10064	9614	1546	935	674	500	881	737	1334	128	-1	257	2622
500224_10065	16398	3210	1609	1934	525	1001	816	3093	161	-1	1003	3046
500224_10066	9928	1719	1482	1175	478	445	635	1904	69	-1	373	1648
500224_10067	12493	2324	1086	1240	534	718	967	2361	119	-1	407	2737
500224_10068	13318	2745	1097	627	560	1033	712	2037	155	-1	602	3750
500224_10069	10240	1588	413	1206	2497	668	297	964	111	-1	294	2202
500224_10070	10161	1657	640	1253	1437	634	476	1287	95	-1	443	2239
500224_10071	8125	1499	299	652	1132	510	376	925	79	-1	488	2165
500224_10072	7095	1011	387	579	493	715	216	862	105	-1	529	2198
500224_10073	9321	1152	533	933	396	913	386	1558	141	-1	337	2972
500224_10074	7082	1580	339	748	472	275	485	835	47	-1	162	2139
500224_10075	6464	1135	412	142	483	320	589	1152	49	-1	105	2077
500224_10076	6492	1401	610	748	452	453	139	929	70	-1	245	1445
500224_10077	9286	1243	1055	1377	498	296	654	2006	50	-1	269	1838
500224_10078	7249	1010	580	282	161	708	597	1449	111	-1	285	2066
500224_10079	5859	746	558	515	80	455	484	1162	70	-1	444	1345
500224_10080	5920	1090	489	396	120	436	498	1056	73	-1	282	1480
500224_10081	6810	922	345	565	609	455	272	1277	70	-1	332	1963
500224_10082	7897	1323	105	705	376	627	784	1656	96	-1	366	1859
500224_10083	6194	1195	468	297	370	635	457	859	93	-1	161	1659
500224_10084	6363	1194	436	495	207	410	190	863	67	-1	363	2138
500224_10085	5499	828	252	747	136	394	351	1089	58	-1	164	1480
500224_10086	7103	1011	578	679	620	486	597	859	85	-1	289	1899
500224_10087	6360	1029	400	527	403	463	377	833	73	-1	535	1720
500224_10088	5667	1029	290	651	204	449	300	855	66	-1	326	1497
500224_10089	8394	1314	873	606	363	490	586	1900	78	-1	364	1820
500224_10090	6979	968	306	593	444	605	492	1475	90	-1	181	1825
500224_10091	9590	1471	285	1314	291	807	770	1728	122	-1	474	2328
500224_10092	6310	1015	284	871	248	372	443	1247	56	-1	128	1646
500224_10093	6861	940	898	663	360	552	464	867	81	-1	360	1676
500224_10094	8591	1623	690	904	573	454	760	1697	67	-1	165	1658
500224_10095	7434	1783	573	585	497	448	330	1269	68	-1	306	1575
500224_10096	10122	1979	400	688	483	622	832	1793	94	-1	705	2526
500224_10097	9989	1947	667	1121	520	785	490	1359	117	-1	210	2773
500224_10098	9127	2535	605	922	677	585	351	1005	85	-1	402	1960
500224_10099	8659	1591	574	1040	544	565	884	1243	82	-1	243	1893
500224_10100	8787	1400	535	785	312	857	549	1535	127	-1	382	2305
500224_10101	9619	1312	619	798	471	501	637	1961	79	-1	415	2826
500224_10102	8713	1686	345	944	907	537	418	1174	80	-1	381	2241
500224_10103	8594	1618	581	1290	633	550	679	1069	86	-1	376	1712
500224_10104	8929	1440	779	726	480	617	603	1811	99	-1	410	1964
500224_10105	8095	1773	541	1014	533	646	312	1238	99	-1	173	1766
500224_10106	8964	1238	752	606	781	535	654	1823	80	-1	287	2208
500224_10107	10595	2361	1105	794	153	766	839	1952	114	-1	413	2098
500224_10108	8587	1485	415	811	532	635	670	1519	94	-1	510	1916
500224_10109	2343	516	241	441	241	70	80	161	10	-1	161	422
501298_3001	4962	1062	162	636	614	-1	297	385	35	-1	118	1653
501298_3002	5085	1040	288	466	254	-1	550	290	60	-1	41	2096
501298_3003	4349	567	222	447	502	-1	355	202	40	-1	137	1877
501298_3004	3626	696	153	402	283	-1	427	171	47	-1	57	1390
501298_3005	3147	734	114	488	351	-1	215	109	26	-1	41	1069
501298_3006	4419	871	125	192	545	-1	279	379	35	-1	114	1879
501298_3007	4239	1085	215	781	271	-1	279	231	31	-1	125	1221
501298_3008	4441	972	152	439	468	-1	407	282	47	-1	81	1593
501298_3009	4121	984	303	529	414	-1	214	273	23	-1	20	1361
501298_3010	4061	1051	288	639	517	-1	185	135	21	-1	92	1133
501298_3011	3657	772	239	570	450	-1	180	119	19	-1	105	1203
501298_3012	3133	674	189	642	322	-1	210	121	23	-1	89	863
501298_3013	3263	541	166	493	622	-1	231	201	25	-1	95	889
501298_3014	3076	736	124	530	400	-1	146	70	17	-1	180	873
501298_3015	1968	462	95	313	166	-1	98	41	11	-1	16	766
501298_3016	3468	756	140	588	428	-1	265	215	29	-1	118	929
501298_3017	3664	704	306	731	469	-1	132	239	16	-1	47	1020
501298_3018	2677	697	113	448	388	-1	97	180	10	-1	45	699
501298_3019	2586	452	152	379	364	-1	220	152	24	-1	22	821
501298_3020	2898	510	179	558	359	-1	192	117	21	-1	33	929
502081_2001	1460	333	172	92	188	-1	84	121	7	-1	-1	463
502081_2002	2785	828	169	264	334	-1	219	135	23	-1	-1	813
502081_2003	1145	241	76	121	153	-1	105	19	11	-1	-1	419
502081_2004	3503	967	101	373	413	-1	249	74	24	-1	-1	1302
502081_2005	2815	617	157	465	318	-1	228	75	25	-1	-1	930
502081_2006	3115	691	147	442	540	-1	243	110	24	-1	-1	918
502081_2007	2938	733	73	486	256	-1	171	295	17	-1	-1	907
502081_2008	2186	422	63	242	282	-1	75	114	7	-1	-1	981
502081_2009	3682	931	293	392	335	-1	344	299	32	-1	-1	1056
502081_2010	450	135	15	38	34	-1	13	50	2	-1	-1	163
502081_2011	3345	892	68	354	414	-1	286	184	27	-1	-1	1120
502081_2012	3923	1060	162	489	613	-1	226	86	26	-1	-1	1261
502081_2013	4299	2085	142	418	541	-1	182	99	19	-1	-1	813
502081_2014	4093	1430	232	293	632	-1	177	172	17	-1	-1	1140
502081_2015	4216	1383	297	318	605	-1	168	195	18	-1	-1	1232
502081_2016	1716	738	133	160	224	-1	46	38	4	-1	-1	373
502081_2017	2288	650	147	161	407	-1	167	56	14	-1	-1	686
502081_2018	2492	842	75	258	217	-1	208	101	20	-1	-1	771
502081_2019	1726	475	169	173	270	-1	61	18	6	-1	-1	554
502081_2020	2927	1123	172	370	344	-1	65	90	5	-1	-1	758
502081_2021	2948	931	51	299	545	-1	98	66	10	-1	-1	948
502316_4001	2734	496	151	299	246	-1	134	109	62	-1	93	1144
502316_4002	2979	998	306	234	312	-1	84	186	40	-1	67	752
502316_4003	3000	727	261	298	441	-1	90	142	45	-1	45	951
502316_4004	3864	1248	389	402	326	-1	99	127	46	-1	137	1090
502316_4005	4271	1244	258	630	468	-1	102	124	50	-1	47	1348
502316_4006	2251	568	267	117	137	-1	88	118	44	-1	65	847
502316_4007	2473	697	128	306	299	-1	60	104	29	-1	18	832
502316_4008	1876	381	282	193	196	-1	39	82	18	-1	0	685
502316_4009	3744	797	293	461	408	-1	96	129	46	-1	5	1509
502316_4010	3565	1166	191	378	302	-1	112	144	54	-1	70	1148
502316_4011	2516	974	152	183	183	-1	66	66	32	-1	51	809
502316_4012	3585	840	201	375	402	-1	116	176	55	-1	5	1415
502316_4013	3964	858	741	356	375	-1	130	146	62	-1	78	1218
502316_4014	6161	1519	938	525	584	-1	152	341	70	-1	53	1979
502316_4015	1651	394	216	115	292	-1	54	34	26	-1	75	445
502316_4016	4187	858	559	356	1169	-1	76	98	37	-1	168	866
502316_4017	2491	734	221	282	427	-1	57	25	29	-1	4	712
538060_23001	7405	-1	3564	-1	-1	-1	-1	1240	-1	-1	143	2458
