okrsek	celkem	ANO	ODS	CSSD	KSCM	KDU	SZ	TOP	CP	Usv	SSO	Ost
500097_3027	12309	-1	2007	1381	497	459	1657	3767	-1	-1	827	1714
500097_3028	9999	-1	1566	1504	634	424	1433	2753	-1	-1	382	1303
500097_3029	9699	-1	1610	1310	263	377	1399	3102	-1	-1	466	1172
500097_3030	12144	-1	1268	1483	575	643	2372	3646	-1	-1	762	1395
500097_3031	11653	-1	1864	1305	353	553	2114	2805	-1	-1	836	1823
500097_3032	13049	-1	1753	1673	639	559	2045	3426	-1	-1	1018	1936
500097_3033	13033	-1	2145	1528	988	659	2367	3038	-1	-1	387	1921
500097_3034	10992	-1	1419	1992	480	540	1957	2348	-1	-1	739	1517
500097_3035	9245	-1	1165	1203	1299	493	1726	1785	-1	-1	273	1301
500097_3036	11241	-1	1204	1797	664	618	2346	2621	-1	-1	507	1484
500097_3037	9339	-1	1740	1282	922	472	1733	1173	-1	-1	541	1476
500097_3038	10862	-1	1126	2127	944	643	2333	1760	-1	-1	543	1386
500097_3039	9622	-1	1339	977	838	556	2037	1937	-1	-1	793	1145
500097_3040	10666	-1	916	1397	391	809	3050	1662	-1	-1	472	1969
500097_3041	11046	-1	1121	1590	1164	764	2798	1525	-1	-1	372	1712
500097_3042	13005	-1	1378	1518	933	701	2675	2558	-1	-1	690	2552
500097_3043	11364	-1	1851	1082	828	444	1656	3047	-1	-1	672	1784
500097_3044	9514	-1	749	1184	1015	589	2225	1742	-1	-1	490	1520
500097_3045	14004	-1	1711	1815	820	768	2889	3299	-1	-1	461	2241
500097_3046	11689	-1	1504	2175	1802	278	1063	2311	-1	-1	653	1903
500097_3047	12116	-1	855	2003	3329	546	2070	1499	-1	-1	332	1482
500097_3048	13368	-1	1606	2003	1170	674	2515	2849	-1	-1	606	1945
500097_3049	9242	-1	1353	1920	952	332	1343	1857	-1	-1	233	1252
500097_3050	13341	-1	1291	2672	700	565	2112	2431	-1	-1	1121	2449
500097_3051	12636	-1	1778	2557	762	532	1990	2213	-1	-1	484	2320
500119_4001	1057	215	127	84	72	48	92	273	-1	-1	20	126
500119_4002	1530	393	127	247	77	93	166	255	-1	-1	42	130
500119_4003	1944	372	236	190	121	152	264	276	-1	-1	139	194
500119_4004	1111	284	54	254	18	65	116	148	-1	-1	70	102
500119_4005	1444	242	190	178	66	93	197	332	-1	-1	70	76
500119_4006	1461	395	114	192	121	107	240	191	-1	-1	44	57
500119_4007	1932	390	136	235	43	155	269	470	-1	-1	124	110
500119_4008	1275	256	77	141	18	123	213	222	-1	-1	104	121
500119_4009	1330	269	84	145	73	102	178	234	-1	-1	94	151
500119_4010	1325	313	139	103	47	99	161	291	-1	-1	105	67
500119_4011	1302	386	176	206	75	56	108	179	-1	-1	32	84
500119_4012	1923	362	113	223	111	100	201	506	-1	-1	116	191
500119_4013	1647	273	147	108	38	171	348	370	-1	-1	73	119
500119_4014	1874	237	220	282	112	156	317	237	-1	-1	169	144
500119_4015	2271	439	81	298	105	164	334	528	-1	-1	179	143
500119_4016	2030	391	197	307	108	78	174	442	-1	-1	145	188
500119_4017	1457	293	192	125	91	67	153	369	-1	-1	79	88
500119_4018	1683	367	182	245	54	104	206	288	-1	-1	78	159
500119_4019	2144	488	234	272	99	170	354	381	-1	-1	78	68
500119_4020	1873	559	122	266	103	90	186	309	-1	-1	94	144
500119_4021	2191	504	370	381	167	51	130	367	-1	-1	118	103
500119_4022	1464	418	155	201	49	91	159	223	-1	-1	93	75
500119_4023	2244	465	286	213	81	198	342	348	-1	-1	76	235
500119_4024	2249	541	361	353	63	112	196	294	-1	-1	129	200
500119_4025	1595	379	222	176	99	108	201	250	-1	-1	46	114
500119_4026	1560	301	196	150	49	85	163	441	-1	-1	39	136
500119_4027	1814	528	216	155	91	70	131	327	-1	-1	126	170
500119_4028	1535	464	175	111	121	71	152	229	-1	-1	114	98
500119_4029	2560	830	236	312	101	108	238	492	-1	-1	59	184
500119_4030	2260	639	226	396	67	92	201	402	-1	-1	108	129
500119_4031	2154	569	232	395	156	80	144	396	-1	-1	59	123
500119_4032	1835	411	224	195	154	95	182	231	-1	-1	64	279
500119_4033	2055	467	174	244	231	97	184	405	-1	-1	138	115
500119_4034	1353	261	101	96	39	115	231	373	-1	-1	45	92
500119_4035	1375	327	98	71	145	45	91	362	-1	-1	132	104
500119_4036	3067	792	124	503	482	123	265	366	-1	-1	134	278
500119_4037	2993	677	160	557	476	87	177	528	-1	-1	124	207
500119_4038	1641	304	191	78	64	118	237	312	-1	-1	245	92
500119_4039	1196	386	123	143	81	36	77	182	-1	-1	60	108
500119_4040	3043	909	253	365	171	153	306	526	-1	-1	147	213
500119_4041	2789	793	246	294	85	144	254	542	-1	-1	245	186
500119_4042	2345	726	195	258	154	106	236	356	-1	-1	107	207
500119_4043	2498	589	171	317	229	153	364	487	-1	-1	116	72
500119_4044	2455	571	222	367	109	239	510	282	-1	-1	113	42
500119_4045	1968	377	125	237	131	150	340	406	-1	-1	52	150
500119_4046	1244	266	106	269	53	65	141	230	-1	-1	35	79
500119_4047	2613	559	405	504	121	150	333	378	-1	-1	98	65
500119_4048	2662	609	319	452	223	129	327	434	-1	-1	66	103
500119_4049	2297	558	264	171	255	106	239	456	-1	-1	117	131
500119_4050	3170	601	257	688	188	131	277	408	-1	-1	251	369
500119_4051	2644	399	140	646	108	167	335	558	-1	-1	86	205
500119_4052	2943	490	389	656	148	119	247	497	-1	-1	122	275
500119_4053	2975	620	266	700	168	135	282	392	-1	-1	149	263
500119_4054	2434	460	184	415	192	128	261	415	-1	-1	132	247
500119_4055	2763	590	134	371	236	140	294	552	-1	-1	177	269
500119_4056	1590	376	146	377	124	81	166	162	-1	-1	29	129
500119_4057	1910	383	149	363	130	96	191	301	-1	-1	45	252
500119_4058	2017	390	151	361	145	68	137	417	-1	-1	129	219
500119_4059	3521	598	465	330	104	250	492	886	-1	-1	211	185
500119_4060	3004	506	243	290	103	233	479	908	-1	-1	129	113
500119_4061	2859	560	342	390	130	161	317	621	-1	-1	111	227
500119_4062	2736	512	238	472	173	136	282	468	-1	-1	223	232
500119_4063	2781	546	274	423	94	132	269	702	-1	-1	217	124
500119_4064	2734	603	290	464	211	112	224	549	-1	-1	116	165
500119_4065	1621	383	235	335	177	57	126	164	-1	-1	66	78
500119_4066	1570	393	98	223	85	102	217	326	-1	-1	60	66
500119_4067	1958	605	237	169	89	118	154	371	-1	-1	77	138
500119_4068	1668	465	171	211	71	94	118	281	-1	-1	104	153
500119_4069	2133	392	136	190	126	258	347	505	-1	-1	106	73
500119_4070	2133	503	187	274	123	174	229	372	-1	-1	113	158
500119_4071	2244	439	181	369	155	136	180	473	-1	-1	62	249
500119_4072	2149	538	204	286	120	144	210	382	-1	-1	110	155
500119_4073	2020	340	232	363	125	146	198	315	-1	-1	113	188
500119_4074	2540	740	245	217	75	171	211	644	-1	-1	75	162
500119_4075	2060	506	216	365	72	95	143	399	-1	-1	141	123
500119_4076	3634	819	223	449	275	218	482	624	-1	-1	220	324
500119_4077	3781	1053	394	363	143	270	350	729	-1	-1	207	272
500119_4078	2887	755	426	353	66	236	316	440	-1	-1	143	152
500119_4079	1932	534	232	190	153	139	189	271	-1	-1	154	70
500119_4080	2869	746	266	272	153	196	251	574	-1	-1	194	217
500119_4081	1913	459	139	334	124	117	150	274	-1	-1	85	231
500119_4082	2599	635	174	410	165	224	281	317	-1	-1	93	300
500119_4083	1509	484	130	183	105	94	131	226	-1	-1	51	105
500119_4084	1875	458	127	169	93	127	179	334	-1	-1	174	214
500119_4085	1780	315	144	324	137	129	163	224	-1	-1	89	255
500119_4086	2300	652	222	266	129	118	153	368	-1	-1	88	304
500119_4087	1593	522	135	191	108	74	97	307	-1	-1	67	92
500119_4088	2624	666	242	328	90	178	235	521	-1	-1	171	193
500119_4089	2284	562	237	167	78	166	224	481	-1	-1	204	165
500119_4090	2468	586	124	291	211	254	337	296	-1	-1	142	227
500119_4091	1725	483	67	184	59	108	152	348	-1	-1	114	210
500119_4092	1864	679	40	352	98	100	133	218	-1	-1	43	201
500119_4093	2355	736	174	230	179	111	161	463	-1	-1	125	176
500119_4094	2669	692	337	341	128	196	253	452	-1	-1	67	203
500119_4095	2104	306	138	263	149	97	197	299	-1	-1	134	521
500119_4096	2567	568	164	461	150	89	212	394	-1	-1	80	449
500119_4097	2529	478	335	311	112	162	288	543	-1	-1	117	183
500119_4098	2594	468	495	218	68	189	331	494	-1	-1	146	185
500119_4099	1986	409	308	157	92	150	273	313	-1	-1	105	179
500119_4100	2434	518	341	241	67	191	346	417	-1	-1	132	181
500119_4101	2174	259	382	223	74	190	315	460	-1	-1	46	225
500119_4102	3369	693	410	332	182	260	477	615	-1	-1	169	231
500119_4103	2407	561	261	324	68	199	334	310	-1	-1	157	193
500119_4104	1889	330	255	177	120	155	272	365	-1	-1	114	101
500119_4105	2565	627	236	273	28	180	331	560	-1	-1	82	248
500119_4106	4128	961	612	412	179	252	460	724	-1	-1	192	336
500119_4107	2122	414	232	292	136	153	253	351	-1	-1	120	171
500119_4108	2311	526	223	377	105	179	316	382	-1	-1	36	167
500119_4109	3954	764	456	331	165	205	420	1001	-1	-1	310	302
500119_4110	3202	474	386	225	57	286	593	761	-1	-1	169	251
500119_4111	3436	404	450	305	123	314	730	757	-1	-1	167	186
500119_4112	3324	532	285	311	64	311	704	858	-1	-1	118	141
500119_4113	3453	308	426	329	75	390	894	582	-1	-1	201	248
500119_4114	2336	248	217	155	113	339	748	331	-1	-1	110	75
500119_4115	1722	270	72	188	60	183	419	256	-1	-1	82	192
500119_4116	2218	337	176	174	121	310	670	285	-1	-1	64	81
500119_4117	1579	276	114	92	59	250	587	138	-1	-1	27	36
500119_4118	2576	406	314	220	119	297	685	316	-1	-1	157	62
500119_4119	2921	449	414	293	198	199	452	371	-1	-1	202	343
500119_4120	2435	610	227	274	142	160	365	395	-1	-1	141	121
500119_4121	2633	396	142	268	251	174	380	558	-1	-1	57	407
500119_4122	2060	443	167	417	89	126	256	147	-1	-1	26	389
500119_4123	2387	619	254	350	128	78	181	387	-1	-1	61	329
500119_4124	1571	442	91	203	65	73	154	226	-1	-1	69	248
500119_4125	2223	483	218	284	84	56	133	355	-1	-1	161	449
500119_4126	2523	462	203	377	216	67	144	369	-1	-1	220	465
500119_4127	3293	638	206	563	165	95	229	471	-1	-1	200	726
500119_4128	2437	365	191	182	128	117	269	483	-1	-1	104	598
500119_4129	4415	646	330	388	144	280	579	854	-1	-1	370	824
500119_4130	2619	430	283	204	80	168	380	491	-1	-1	153	430
500119_4131	640	72	72	54	55	33	43	179	-1	-1	76	56
500143_5001	6989	867	1225	692	196	406	1160	625	213	-1	452	1153
500143_5002	5340	1213	315	183	90	529	682	1216	181	-1	315	616
500143_5003	5359	813	635	357	227	456	360	1190	129	-1	405	787
500143_5004	3375	678	168	362	179	97	174	664	101	-1	271	681
500143_5005	6530	1380	593	430	149	582	752	1271	183	-1	317	873
500143_5006	6540	918	352	672	224	350	397	1651	220	-1	197	1559
500143_5007	4600	851	328	362	224	222	336	847	146	-1	52	1232
500143_5008	5379	1080	588	631	179	418	432	813	97	-1	453	688
500143_5009	7572	1414	811	794	498	871	447	1583	73	-1	319	762
500143_5010	5900	1078	733	450	180	439	411	1029	106	-1	308	1166
500143_5011	8069	1762	689	407	449	509	691	1526	178	-1	582	1276
500143_5012	8006	1196	934	361	414	961	788	1776	347	-1	191	1038
500143_5013	5667	797	645	497	135	465	657	1056	155	-1	135	1125
500143_5014	5859	1143	455	495	180	335	660	1114	172	-1	229	1076
500143_5015	5425	1446	464	497	180	184	141	974	247	-1	270	1022
500143_5016	4086	633	317	268	184	451	378	868	199	-1	226	562
500143_5017	6699	1309	909	855	180	369	348	1122	283	-1	316	1008
500143_5018	8324	1276	817	401	573	466	820	1201	228	-1	306	2236
500143_5019	9505	1448	1276	802	608	56	833	1315	130	-1	466	2571
500143_5020	9718	1897	825	1078	828	458	682	1087	199	-1	138	2526
500143_5021	8997	1648	1200	1187	301	1013	748	1092	203	-1	563	1042
500143_5022	11274	3111	965	806	493	444	1193	1770	283	-1	552	1657
500143_5023	4004	855	137	413	286	436	369	411	203	-1	196	698
500143_5024	13756	1984	1703	940	534	422	2196	2519	361	-1	925	2172
500143_5025	12243	2489	872	1149	317	757	2317	2196	401	-1	254	1491
500143_5026	8228	1711	1001	634	489	483	834	1830	325	-1	365	556
500143_5027	10079	1505	1335	370	366	641	1404	1867	449	-1	630	1512
500143_5028	8566	1918	1461	399	322	342	1290	1266	347	-1	392	829
500143_5029	10273	2060	1065	755	510	363	1038	2519	286	-1	197	1480
500143_5030	7651	837	1298	1019	370	321	1202	1309	105	-1	234	956
500143_5031	8213	1370	831	450	90	673	1452	1370	216	-1	451	1310
500143_5032	2698	585	182	213	180	240	315	347	226	-1	90	320
500143_5033	9337	1341	987	579	231	353	834	1622	342	-1	672	2376
500143_5034	4810	820	9	639	447	289	377	1095	157	-1	185	792
500143_5035	18449	2707	2413	1605	475	1027	2144	4250	373	-1	658	2797
500143_5036	14948	1534	1496	853	552	1589	3126	2482	340	-1	358	2618
500143_5037	17291	2469	2567	1177	936	969	2005	4833	230	-1	635	1470
500143_5038	9332	1249	1232	797	182	710	1121	1299	85	-1	503	2154
500143_5039	7280	1335	1008	628	325	635	991	780	195	-1	92	1291
500143_5040	4718	911	609	180	90	292	526	970	174	-1	183	783
500143_5041	6683	1272	680	669	362	343	805	909	230	-1	320	1093
500143_5042	4214	904	386	270	102	227	601	933	194	-1	225	372
500143_5043	11390	1990	979	633	594	531	1254	2935	184	-1	660	1630
500143_5044	15265	2855	1143	1337	1624	448	1307	3272	286	-1	615	2378
500143_5045	11622	1953	999	1168	1282	693	753	2609	347	-1	638	1180
500143_5046	13768	2694	1663	1131	1150	449	1158	2673	399	-1	600	1851
500143_5047	11473	1656	1896	1123	899	781	886	2191	301	-1	341	1399
500143_5048	10526	2264	446	1088	1128	904	903	1610	329	-1	307	1547
500143_5049	7144	1898	730	406	353	404	731	1185	216	-1	182	1039
500143_5050	7497	1377	1135	326	357	291	1137	1528	217	-1	97	1032
500143_5051	12152	2089	701	1247	476	739	2063	1712	425	-1	821	1879
500143_5052	12622	1588	1521	1069	250	930	2915	1641	570	-1	97	2041
500143_5053	17461	3105	2176	780	765	995	3520	2271	539	-1	720	2590
500143_5054	16308	3045	935	1523	1032	1186	2996	2241	454	-1	233	2663
500143_5055	10078	2176	1101	1107	478	462	1043	1366	255	-1	427	1663
500143_5056	5239	631	450	454	407	386	541	1208	175	-1	225	762
500143_5057	4851	856	883	377	44	111	428	1022	132	-1	137	861
500143_5058	13414	3086	867	1627	827	443	2229	1978	221	-1	539	1597
500143_5059	13626	3358	1509	977	717	1271	2324	1525	256	-1	446	1243
500143_5060	13897	2982	1070	1120	456	857	1956	1903	367	-1	642	2544
500143_5061	17478	2732	2464	1029	279	1243	1928	3919	818	-1	685	2381
500143_5062	24649	5360	2631	783	585	1014	4026	4897	747	-1	905	3701
500143_5063	15651	2574	1974	813	743	702	1334	2833	550	-1	598	3530
500143_5064	7605	2125	590	607	227	364	349	507	182	-1	385	2269
500143_5065	21657	3594	1743	1806	541	1256	2013	2711	582	-1	258	7153
500143_5066	17534	2991	1945	1326	539	657	1230	3749	700	-1	678	3719
500143_5067	11611	2145	1140	860	288	378	690	2099	287	-1	65	3659
500143_5068	12685	2183	1464	868	439	418	1010	1992	698	-1	535	3078
500143_5069	11587	1882	298	1598	1486	542	878	1817	418	-1	455	2213
500143_5070	14932	2318	927	1431	1222	287	1516	2897	536	-1	375	3423
500143_5071	12278	2471	473	1530	793	621	1228	1835	359	-1	499	2469
500143_5072	15251	2598	906	923	419	757	1689	1971	971	-1	972	4045
500143_5073	12191	2624	1129	1279	635	766	1028	1201	443	-1	242	2844
500143_5074	18011	3102	689	1210	668	1073	2504	3183	645	-1	668	4269
500143_5075	12795	2487	1001	1145	686	445	1275	1541	519	-1	653	3043
500143_5076	14587	3086	1116	1185	558	1121	1570	1741	387	-1	680	3143
500143_5077	16318	3871	1354	1846	1142	533	1254	1860	417	-1	562	3479
500143_5078	11031	2714	823	818	597	434	800	2071	466	-1	317	1991
500143_5079	10331	1851	639	1168	270	353	580	1664	212	-1	185	3409
500143_5080	15302	2532	1552	1025	271	345	1677	2673	581	-1	820	3826
500143_5081	13855	2344	923	992	739	769	1447	3114	443	-1	188	2896
500178_6001	8248	978	851	621	1165	205	1282	1535	181	1	406	1023
500178_6002	11907	1491	1206	811	461	604	1416	2234	866	13	535	2270
500178_6003	14353	2028	1351	1530	638	616	1753	2970	717	9	412	2329
500178_6004	16319	2293	2072	1179	1096	847	2117	3539	788	2	332	2054
500178_6005	15248	1878	1263	826	924	778	2969	2188	957	0	707	2758
500178_6006	11869	1761	1340	698	644	475	1717	2822	380	0	182	1850
500178_6007	10807	1343	694	897	591	487	1313	2871	234	4	99	2274
500178_6008	17670	2555	1680	489	951	1726	2188	3250	1061	2	927	2841
500178_6009	15415	1959	1990	1208	413	966	2150	3667	500	6	234	2322
500178_6010	10389	765	733	955	393	557	1965	2435	786	0	131	1669
500178_6011	17272	2537	1667	936	1163	1047	2304	4237	841	2	308	2230
500178_6012	11455	1332	1971	1048	364	799	1908	1857	625	1	95	1455
500178_6013	7369	840	633	472	91	901	1424	1756	285	3	400	564
500178_6014	14528	2235	1542	1083	449	532	2315	3013	700	3	525	2131
500178_6015	13445	1539	1467	1290	662	597	1717	3093	474	2	294	2310
500178_6016	9528	1262	1713	460	136	265	1187	1659	670	3	229	1944
500178_6017	11340	1710	1209	729	406	777	1714	2603	399	2	225	1566
500178_6018	10753	1331	1197	623	537	737	1730	2095	639	2	230	1632
500178_6019	8289	1361	757	367	476	422	1077	1599	353	1	80	1796
500178_6020	15566	1216	1709	952	669	711	2358	3847	680	3	575	2846
500178_6021	11648	1197	947	518	412	737	879	3210	572	5	792	2379
500178_6022	13592	1771	1556	1300	1719	359	1979	2215	596	2	329	1766
500178_6023	10563	1790	1140	1031	820	219	1051	2245	345	3	321	1598
500178_6024	17055	2248	2003	1203	283	862	1586	4822	468	4	697	2879
500178_6025	19378	2432	2290	1513	824	1316	2212	4906	892	5	331	2657
500178_6026	27801	2907	4866	2502	750	2126	3230	5966	1313	4	549	3588
500178_6027	15789	1313	2712	938	723	584	1874	4793	499	9	532	1812
500178_6028	13497	1451	1769	670	72	886	1462	3408	732	8	724	2315
500178_6029	10922	1701	1932	634	148	506	1394	2370	390	3	290	1554
500178_6030	14701	1564	3389	615	91	392	1178	3863	488	3	890	2228
500178_6031	16975	2255	2563	946	500	1162	2116	3999	616	14	555	2249
500178_6032	13841	2225	2213	788	369	1014	1266	3232	550	9	448	1727
500178_6033	9348	1760	618	468	495	341	1440	1860	230	1	97	2038
500178_6034	26907	5560	2876	1834	1434	1370	2009	5312	1458	3	1188	3863
500178_6035	13670	2129	1428	1420	411	873	1610	2565	1162	3	58	2011
500178_6036	12392	2083	1948	881	1013	736	939	2744	461	2	323	1262
500178_6037	14535	1575	2307	1236	1178	579	1242	2660	485	18	472	2783
500178_6038	12060	1839	1846	467	457	1319	839	2487	639	1	231	1935
500178_6039	9898	1232	1326	410	90	703	1557	2359	280	2	309	1630
500178_6040	11272	2297	567	1524	1684	392	1095	1166	504	3	346	1694
500178_6041	8553	1036	911	720	271	322	1129	1971	384	4	177	1628
500178_6042	14098	2216	1864	1912	1137	757	1282	2751	286	1	242	1650
500178_6043	12179	1400	2730	622	276	850	1525	2691	685	1	278	1121
500178_6044	12074	1223	1423	742	407	1072	1795	2151	401	1	550	2309
500178_6045	19440	1787	2635	767	401	1560	2014	6162	612	5	633	2864
500178_6046	18698	1617	3376	1277	707	1639	1251	4307	579	2	633	3310
500178_6047	11452	1896	1128	1362	281	908	525	3316	88	3	638	1307
500178_6048	13921	2251	1771	1337	2032	863	1647	2215	485	2	280	1038
500178_6049	18867	2946	957	2063	5952	599	1737	1764	688	5	576	1580
500178_6050	18808	3643	1162	1559	3504	2389	1915	2123	693	5	226	1589
500178_6051	9862	2074	611	1230	1001	288	707	2103	381	5	223	1239
500178_6052	10218	1313	1250	825	921	942	1235	1542	514	4	271	1401
500178_6053	10441	1548	1192	1000	455	309	1612	2101	678	1	232	1313
500178_6054	6136	1219	519	1402	414	485	484	725	148	2	181	557
500178_6055	9992	1986	847	1809	569	230	916	2019	644	3	176	793
500178_6056	8918	1366	943	518	186	431	1252	2512	535	3	293	879
500178_6057	17967	2433	2348	1123	237	389	3153	4302	1202	4	552	2224
500178_6058	12129	1884	1593	1001	683	720	1802	1909	428	6	145	1958
500178_6059	7000	985	569	501	408	391	838	1648	491	2	91	1076
500178_6060	8272	1258	995	636	366	749	1051	1403	488	0	442	884
500178_6061	5916	775	525	377	407	184	887	1777	198	1	182	603
500178_6062	10736	1295	1191	1079	801	481	1273	2613	560	1	251	1191
